symbol,decision_session,next_evaluation_session,action,strategy_forward_return,same_stock_buy_hold_forward_return,underlying_forward_close_return,SPY_forward_return,strategy_excess_vs_stock,strategy_excess_vs_spy,commission_cost_in_period,slippage_cost_in_period,transaction_cost_in_period,average_exposure_in_period
AMZN,2024-03-15,2024-03-22,HOLD,0.02551311171840176,0.025513111718401538,0.025513111718401538,0.022251621837359847,2.220446049250313e-16,0.0032614898810419124,0.0,0.0,0.0,1.0
AMZN,2024-03-22,2024-03-28,HOLD,0.008441940187652985,0.008441940187652985,0.008441940187652985,0.0035577035830387516,0.0,0.004884236604614234,0.0,0.0,0.0,1.0
AMZN,2024-03-28,2024-04-05,HOLD,0.026000677861163446,0.026000677861163446,0.026000677861163446,-0.008843766089677407,0.0,0.03484444395084085,0.0,0.0,0.0,1.0
AMZN,2024-04-05,2024-04-12,HOLD,0.005727549349915817,0.005727549349915595,0.005727549349915595,-0.014576196733630531,2.220446049250313e-16,0.020303746083546348,0.0,0.0,0.0,1.0
AMZN,2024-04-12,2024-04-19,HOLD,-0.06178477245610403,-0.06178477245610381,-0.06178477245610392,-0.03061792429086163,-2.220446049250313e-16,-0.0311668481652424,0.0,0.0,0.0,1.0
AMZN,2024-04-19,2024-04-26,HOLD,0.028574643875532768,0.028574643875532546,0.028574643875532546,0.026371160838696506,2.220446049250313e-16,0.0022034830368362623,0.0,0.0,0.0,1.0
AMZN,2024-04-26,2024-05-03,HOLD,0.03668863032944136,0.036688630329441585,0.036688630329441585,0.005942863445018487,-2.220446049250313e-16,0.030745766884422876,0.0,0.0,0.0,1.0
AMZN,2024-05-03,2024-05-10,BUY,0.006820197380939197,0.006820197380938975,0.006820197380938975,0.01862019408196458,2.220446049250313e-16,-0.011799996701025384,0.0,0.0,0.0,1.0
AMZN,2024-05-10,2024-05-17,HOLD,-0.014828242285904847,-0.014828242285904736,-0.014828242285904736,0.016480490121593583,-1.1102230246251565e-16,-0.03130873240749843,0.0,0.0,0.0,1.0
AMZN,2024-05-17,2024-05-24,HOLD,-0.02138601497724224,-0.02138601497724224,-0.02138601497724224,-1.8849249630248366e-05,0.0,-0.021367165727611992,0.0,0.0,0.0,1.0
AMZN,2024-05-24,2024-05-31,HOLD,-0.02384507662517288,-0.02384507662517288,-0.02384507662517288,-0.0038980618803745593,0.0,-0.01994701474479832,0.0,0.0,0.0,1.0
AMZN,2024-05-31,2024-06-07,BUY,0.04454772496647852,0.0445477249664783,0.04454772496647852,0.012552843310065676,2.220446049250313e-16,0.031994881656412844,0.0,0.0,0.0,1.0
AMZN,2024-06-07,2024-06-14,HOLD,-0.0034725957093594273,-0.0034725957093593163,-0.0034725957093594273,0.016374043071917477,-1.1102230246251565e-16,-0.019846638781276904,0.0,0.0,0.0,1.0
AMZN,2024-06-14,2024-06-21,HOLD,0.029511042093047557,0.029511042093047557,0.029511042093047557,0.0064091486791493235,0.0,0.023101893413898233,0.0,0.0,0.0,1.0
AMZN,2024-06-21,2024-06-28,HOLD,0.022054147240863964,0.022054147240863742,0.022054147240863964,-0.0005293998050828197,2.220446049250313e-16,0.022583547045946784,0.0,0.0,0.0,1.0
AMZN,2024-06-28,2024-07-05,HOLD,0.03492884864165591,0.03492884864165613,0.03492884864165591,0.01902947265130117,-2.220446049250313e-16,0.015899375990354736,0.0,0.0,0.0,1.0
JPM,2024-01-05,2024-01-12,HOLD,0.0,-0.018247438795523152,-0.018691595284298756,0.016595174092710163,0.018247438795523152,-0.016595174092710163,0.0,0.0,0.0,0.0
JPM,2024-01-12,2024-01-19,HOLD,0.0,0.00745338347763691,0.00745338347763691,0.012062599832292076,-0.00745338347763691,-0.012062599832292076,0.0,0.0,0.0,0.0
JPM,2024-01-19,2024-01-26,HOLD,0.0,0.011567149478956873,0.011567149478956873,0.010322764080501257,-0.011567149478956873,-0.010322764080501257,0.0,0.0,0.0,0.0
JPM,2024-01-26,2024-02-02,BUY,0.013442818686431046,0.014221017628658128,0.014221017628658128,0.014238530902766389,-0.0007781989422270819,-0.0007957122163353425,49.97501249375313,49.950037475011754,99.92504996876488,0.8333333333333334
JPM,2024-02-02,2024-02-09,HOLD,0.001602465557663857,0.001602465557663857,0.001602465557663857,0.013856591515069905,0.0,-0.012254125957406048,0.0,0.0,0.0,1.0
JPM,2024-02-09,2024-02-16,HOLD,0.02297014128527386,0.02297014128527386,0.02297014128527386,-0.003371912128616761,0.0,0.02634205341389062,0.0,0.0,0.0,1.0
JPM,2024-02-16,2024-02-23,HOLD,0.027704891544690247,0.027704891544690247,0.027704891544690247,0.016696354700357796,0.0,0.01100853684433245,0.0,0.0,0.0,1.0
JPM,2024-02-23,2024-03-01,HOLD,0.007065534872218837,0.007065534872218837,0.007065534872218837,0.009845366623891572,0.0,-0.0027798317516727344,0.0,0.0,0.0,1.0
JPM,2024-03-01,2024-03-08,HOLD,0.015813093021467717,0.015813093021467717,0.015813093021467717,-0.0022033234937332002,0.0,0.018016416515200917,0.0,0.0,0.0,1.0
JPM,2024-03-08,2024-03-15,HOLD,0.011050907909567975,0.011050907909567975,0.011050907909567975,-0.0005765156712816966,0.0,0.011627423580849672,0.0,0.0,0.0,1.0
JPM,2024-03-15,2024-03-22,HOLD,0.03321067733603211,0.03321067733603211,0.03321067733603211,0.022251621837359847,0.0,0.010959055498672265,0.0,0.0,0.0,1.0
JPM,2024-03-22,2024-03-28,HOLD,0.018716346718086196,0.018716346718085974,0.018716346718085974,0.0035577035830387516,2.220446049250313e-16,0.015158643135047445,0.0,0.0,0.0,1.0
JPM,2024-03-28,2024-04-05,HOLD,-0.008487299918569002,-0.008487299918568891,-0.01422868774783359,-0.008843766089677407,-1.1102230246251565e-16,0.00035646617110840495,0.0,0.0,0.0,0.9980609950095629
JPM,2024-04-05,2024-04-12,HOLD,-0.07381673629824714,-0.07381673629824725,-0.07424666411833203,-0.014576196733630531,1.1102230246251565e-16,-0.05924053956461661,0.0,0.0,0.0,0.99411643240682
JPM,2024-04-12,2024-04-19,HOLD,0.016364085623786995,0.016364085623786995,0.016467038187697236,-0.03061792429086163,0.0,0.046982009914648626,0.0,0.0,0.0,0.9937295287170175
JPM,2024-04-19,2024-04-26,HOLD,0.04113400520184318,0.04113400520184318,0.04138860210815576,0.026371160838696506,0.0,0.014762844363146677,0.0,0.0,0.0,0.9940205035358755
JPM,2024-04-26,2024-05-03,HOLD,-0.015310372563671182,-0.01531037256367107,-0.015401369142035604,0.005942863445018487,-1.1102230246251565e-16,-0.02125323600868967,0.0,0.0,0.0,0.9940486856989575
JPM,2024-05-03,2024-05-10,BUY,0.04309720357421809,0.04309720357421809,0.04335735677111674,0.01862019408196458,0.0,0.02447700949225351,0.0,0.0,0.0,0.9941165596617475
JPM,2024-05-10,2024-05-17,HOLD,0.030111989148251528,0.030111989148251528,0.030286204506561942,0.016480490121593583,0.0,0.013631499026657945,0.0,0.0,0.0,0.9943216689581659
JPM,2024-05-17,2024-05-24,HOLD,-0.01981153118741985,-0.01981153118741985,-0.019922783014222567,-1.8849249630248366e-05,0.0,-0.019792681937789602,0.0,0.0,0.0,0.9942618099054102
JPM,2024-05-24,2024-05-31,HOLD,0.009511533420552443,0.009511533420552443,0.009566031268534614,-0.0038980618803745593,0.0,0.013409595300927002,0.0,0.0,0.0,0.9942841363425302
JPM,2024-05-31,2024-06-07,HOLD,-0.013151476766894432,-0.013151476766894432,-0.013226116247307962,0.012552843310065676,0.0,-0.025704320076960108,0.0,0.0,0.0,0.9942714580124701
JPM,2024-06-07,2024-06-14,HOLD,-0.0306812441328288,-0.03068124413282869,-0.03085770540464572,0.016374043071917477,-1.1102230246251565e-16,-0.04705528720474628,0.0,0.0,0.0,0.9941499967862216
JPM,2024-06-14,2024-06-21,HOLD,0.012927739781015246,0.012927739781015246,0.013004460293143616,0.0064091486791493235,0.0,0.006518591101865923,0.0,0.0,0.0,0.9941707730465306
JPM,2024-06-21,2024-06-28,BUY,0.030184812896566715,0.030184812896566715,0.03036164699887367,-0.0005293998050828197,0.0,0.030714212701649535,0.0,0.0,0.0,0.994244758774489
JPM,2024-06-28,2024-07-05,HOLD,0.018091533845452146,0.018091533845452368,0.012508646636989695,0.01902947265130117,-2.220446049250313e-16,-0.0009379388058490257,0.0,0.0,0.0,0.993343344285876
